time_s,Ax_mg,Ay_mg,Az_mg,Aabs_mg,Roll_deg,Pitch_deg
1.01,-1033.84,36.029,-199.162,1308.23,169.75,78.92
1.03,-1026.834,26.021,-234.19,1281.222,179.76,77.15
1.06,-1034.841,-15.012,-318.259,1239.311,-176.84,75.24
1.09,-1034.841,11.009,-225.183,1292.81,177.2,77.71
1.12,-1030.838,9.007,-236.192,1283.008,177.82,77.09
1.15,-1031.838,26.021,-239.194,1282.261,173.79,76.87
1.17,-1051.855,8.007,-228.185,1304.669,179.57,75.58
1.2,-1023.832,-16.013,-243.198,1273.278,-176.23,76.61
1.23,-1029.837,-27.022,-217.176,1293.873,-172.91,78
1.26,-989.804,-10.008,-166.135,1294.273,-176.55,80.45
1.29,-952.774,8.007,-189.154,1251.125,177.58,78.76
1.31,-942.766,-46.037,-226.184,1220.54,-168.5,76.24
1.34,-930.756,-40.033,-199.162,1228.516,-168.63,77.69
1.37,-922.75,-57.046,-229.186,1203.692,-171.31,75.41
1.4,-908.738,-10.008,-270.22,1165.541,-177.5,75.83
1.43,-913.742,-6.005,-198.161,1215.692,-178.26,77.76
1.45,-945.768,-40.033,-140.114,1278.861,-164.05,81.24
1.48,-964.784,-59.048,-90.073,1327.502,-146.75,83.63
1.51,-987.803,-72.059,-91.074,1344.281,-150.04,84.41
1.54,-1015.825,-11.009,-91.074,1363.147,-173.11,84.84
1.57,-1036.842,-22.018,-96.078,1375.719,-167.09,84.57
1.59,-1061.863,-20.016,-97.079,1393.994,-168.35,84.67
1.62,-1079.877,-54.044,-117.095,1395.914,-155.22,83.19
1.65,-1090.886,-132.107,-171.139,1376.407,-142.33,78.79
1.68,-1100.894,-117.095,-130.106,1407.976,-138.01,80.97
1.71,-1084.881,-69.056,-107.087,1406.78,-170.45,84.24
1.73,-1080.878,-13.011,-82.067,1418.122,-170.77,85.71
1.76,-1091.887,-3.002,-83.068,1425.83,-177.93,85.65
1.79,-1107.9,30.024,-36.029,1468.872,140.19,87.58
1.82,-1097.892,32.026,-65.053,1442.4,153.79,86.22
1.85,-1073.873,-9.007,-108.088,1395.991,-138.07,82.19
1.87,-1040.846,-125.102,-86.07,1390.783,-124.53,81.7
1.9,-1020.829,-103.084,-80.065,1378.042,-127.84,82.71
1.93,-991.806,-53.043,-102.083,1338.935,-152.54,83.38
1.96,-967.786,7.006,-105.085,1318.155,176.19,83.79
1.98,-934.76,-26.021,-128.104,1278.536,-168.52,82.04
2.01,-944.768,-67.054,-90.073,1313.411,-143.33,83.22
2.04,-951.773,-48.039,-48.039,1347,-157.38,83.69
2.07,-941.765,-51.041,-134.109,1280.349,-159.16,81.34
2.1,-955.777,-20.016,-132.107,1291.181,-171.38,82.04
2.12,-962.782,5.004,-105.085,1314.476,177.27,83.76
2.15,-968.787,15.012,-137.111,1297.44,173.75,81.9
2.18,-979.796,-30.024,-196.159,1267.699,-161.92,78.15
2.21,-992.807,-30.024,-145.118,1310.492,-168.31,81.51
2.24,-1002.815,49.04,-150.122,1315.422,161.91,81.05
2.26,-1010.821,96.078,-92.075,1362.101,133.78,82.5
2.29,-1024.833,105.085,-124.101,1352.229,139.74,80.98
2.32,-1038.844,13.011,-184.15,1320.976,175.96,79.92
2.35,-1039.845,39.032,-171.139,1330.343,167.15,80.42
2.38,-1037.843,73.059,-198.161,1313.546,159.13,76.4
2.4,-1045.85,107.087,-241.196,1296.554,156.06,75.84
2.43,-1042.847,120.098,-258.21,1285.382,155.06,74.73
2.46,-1037.843,82.067,-306.249,1251.057,165,73.01
2.49,-1036.842,56.046,-289.235,1258.32,169.03,74.14
2.52,-1038.844,109.089,-228.185,1298.767,154.45,76.32
2.54,-1041.847,154.125,-178.145,1335.906,139.13,77.26
2.57,-1035.842,203.165,-177.144,1338.408,138.61,77.16
2.6,-1038.844,113.092,-195.159,1318.998,157.29,74.25
2.63,-1019.829,135.11,-271.22,1260.724,153.52,73.45
2.66,-1018.828,149.121,-199.162,1304.45,143.18,76.28
2.68,-1004.816,112.091,-268.218,1248.089,157.32,73.86
2.71,-995.809,123.1,-275.224,1237.776,160.89,74.97
2.74,-994.808,55.045,-316.257,1208.378,170.13,72.12
2.77,-978.795,84.068,-331.269,1188.406,165.76,70.75
2.8,-973.791,152.124,-287.233,1216.325,152.09,71.54
2.82,-969.788,138.112,-255.207,1230.561,151.58,73.34
2.85,-947.77,102.083,-262.213,1205.412,158.73,73.46
2.88,-944.768,149.121,-262.213,1207.954,150.37,72.29
2.91,-935.76,160.13,-241.196,1215.349,142.79,71.81
2.94,-925.752,197.16,-234.19,1217.519,134.11,73.48
2.96,-911.741,202.164,-201.163,1228.935,134.86,72.63
2.99,-935.76,120.098,-270.22,1192.749,156.04,72.46
3.02,-958.779,141.115,-237.193,1233.307,149.25,73.94
3.05,-973.791,133.108,-175.142,1283.112,138.65,76.74
3.08,-1005.817,105.085,-185.15,1298.727,150.42,78.05
3.1,-1012.823,80.065,-254.207,1260.329,162.52,75.26
3.13,-1021.83,119.097,-228.185,1286.087,152.44,75.86
3.16,-1041.847,125.102,-219.178,1307.967,150.28,76.38
3.19,-1038.844,102.083,-185.15,1324.235,151.13,78.5
3.22,-1032.839,77.063,-266.216,1269.305,163.86,74.98
3.24,-1030.838,125.102,-270.22,1269.195,149,75.33
3.27,-1035.842,118.096,-203.165,1312.197,149.83,77.22
3.3,-1030.838,92.075,-205.167,1304.938,155.83,77.69
3.33,-1021.83,144.117,-179.146,1318.601,141.18,77.32
3.35,-1017.827,58.047,-235.191,1274.47,166.14,76.61
3.38,-1001.814,45.037,-226.184,1266.669,168.74,77.04
3.41,-1004.816,83.067,-216.176,1277.081,158.98,77.02
3.44,-1016.826,90.073,-181.147,1308.651,156.42,79
3.47,-1001.814,71.058,-178.145,1297.739,161.07,77.67
3.49,-1004.816,62.05,-217.176,1275.272,164.05,77.33
3.52,-994.808,61.05,-238.193,1254.48,165.62,76.12
3.55,-984.8,6.005,-253.206,1235.949,178.64,75.58
3.58,-979.796,-17.014,-242.197,1238.772,177,75.5
3.61,-952.774,40.033,-187.152,1253.037,167.93,78.64
3.63,-946.769,60.049,-170.138,1260.416,160.56,79.21
3.66,-920.748,77.063,-235.191,1199.437,161.86,74.95
3.69,-920.748,70.057,-238.193,1197.094,163.61,74.91
3.72,-931.757,37.03,-197.16,1230.485,169.36,77.85
3.75,-944.768,24.02,-186.151,1247.202,172.65,78.76
3.77,-954.776,22.018,-176.143,1261.278,174.48,79.5
3.8,-986.802,25.02,-201.163,1269.86,173.46,77.45
3.83,-1001.814,64.052,-221.18,1270.549,163.85,77.06
3.86,-1030.838,40.033,-230.187,1287.183,170.13,77.23
3.89,-1041.847,24.02,-212.172,1306.405,173.54,78.42
