time_s,Ax_mg,Ay_mg,Az_mg,Aabs_mg,Roll_deg,Pitch_deg
1.01,-972.79,224.182,-90.073,1002.343,111.89,76.05
1.03,-1000.813,235.191,-120.098,1035.068,117.05,75.22
1.06,-1035.842,209.17,-115.094,1062.999,130.35,78.93
1.09,-999.812,159.129,-94.076,1016.758,120.59,79.52
1.12,-1026.834,174.141,-94.076,1045.736,118.38,79.09
1.15,-983.799,168.137,-113.092,1004.45,123.93,78.36
1.17,-984.8,173.141,-123.1,1007.454,125.41,77.83
1.2,-989.804,188.153,-114.093,1013.968,121.23,77.47
1.23,-996.81,182.148,-95.077,1017.766,117.56,78.35
1.26,-1029.837,177.144,-36.029,1045.582,102.38,80.73
1.29,-989.804,185.15,7.006,1006.997,98.61,79.29
1.31,-932.758,212.172,-54.044,958.11,104.29,76.79
1.34,-1012.823,195.159,-166.135,1044.748,130.41,75.8
1.37,-992.807,181.147,-78.063,1012.212,113.31,78.76
1.4,-958.779,176.143,-64.052,976.927,110.25,76.4
1.43,-1007.819,205.167,-33.027,1029.02,99.14,78.35
1.45,-1014.825,182.148,8.007,1031.073,87.48,79.81
1.48,-977.794,184.15,-74.06,997.736,111.91,78.53
1.51,-993.807,227.185,-125.102,1027.091,118.84,75.37
1.54,-986.802,202.164,-126.102,1015.16,121.95,76.43
1.57,-1002.815,237.193,-108.088,1036.137,114.5,75.43
1.59,-998.812,275.224,-49.04,1037.197,102.72,77.43
1.62,-994.808,253.206,-68.055,1028.78,102.91,75.37
1.65,-1033.84,244.198,-37.03,1062.934,98.62,76.56
1.68,-998.812,211.172,-68.055,1023.157,107.86,77.48
1.7,-1036.842,213.173,-95.077,1062.791,114.04,77.31
1.73,-1042.847,255.207,-47.038,1074.651,99.28,75.45
1.76,-957.778,228.185,-54.044,986.067,103.32,76.24
1.79,-996.81,216.176,-99.081,1024.782,114.62,76.58
1.82,-1020.829,207.168,-91.074,1045.613,113.73,77.5
1.84,-987.803,227.185,-69.056,1015.941,106.91,76.48
1.87,-981.798,292.237,-31.025,1024.838,96.06,73.34
1.9,-949.772,267.217,-60.049,988.472,102.67,73.91
1.93,-977.794,265.215,-30.024,1013.569,97.01,75.88
1.96,-971.79,166.135,-62.05,987.839,119.26,78.91
1.98,-1013.824,172.14,-99.081,1033.096,119.92,78.92
2.01,-938.763,211.172,-60.049,964.093,105.87,76.84
2.04,-968.787,233.189,-95.077,1000.982,112.18,75.43
2.07,-981.798,259.211,-78.063,1018.435,95.31,74.19
2.1,-977.794,199.162,-8.007,997.904,92.3,78.48
2.12,-1021.83,147.12,-47.038,1033.438,107.73,81.4
2.15,-976.794,189.154,-109.089,1000.902,119.97,77.4
2.18,-965.785,197.16,-69.056,988.12,109.3,77.79
2.21,-987.803,199.162,-98.08,1012.442,116.22,77.33
2.23,-1002.815,238.194,-64.052,1032.703,105.05,76.18
