time_s,Ax_mg,Ay_mg,Az_mg,Aabs_mg,Roll_deg,Pitch_deg
1.01,-949.772,139.113,-53.043,961.37,110.87,81.09
1.03,-981.798,199.162,-79.064,1004.91,113.78,74.46
1.06,-989.804,253.206,-79.064,1024.732,107.34,75
1.09,-963.783,190.155,20.016,982.567,83.99,78.78
1.12,-1027.835,181.147,-19.015,1043.849,95.99,79.95
1.15,-997.811,192.156,-44.036,1017.098,102.91,78.82
1.17,-996.81,176.143,-87.071,1015.991,116.3,78.85
1.2,-1021.83,161.131,-75.061,1037.176,114.98,80.13
1.23,-1007.819,145.118,-72.059,1020.76,111.91,79.32
1.26,-1037.843,206.168,-64.052,1060.06,106.24,78.18
1.29,-1021.83,184.15,-8.007,1038.322,92.49,79.77
1.31,-1006.818,190.155,-36.029,1025.251,100.73,79.12
1.34,-1027.835,187.152,-64.052,1046.696,108.89,79.11
1.37,-1016.826,175.142,-98.08,1036.451,110.62,77.48
1.4,-1001.814,203.165,-29.024,1022.619,98.13,78.42
1.42,-1005.817,200.163,20.016,1025.736,84.29,78.69
1.45,-1006.818,185.15,-69.056,1026.027,110.45,78.9
1.48,-1012.823,171.139,-69.056,1029.499,111.97,79.67
1.51,-1009.82,187.152,-14.011,1027.112,94.28,79.47
1.54,-995.809,179.146,16.013,1011.922,84.89,79.76
1.57,-1012.823,193.157,4.003,1031.085,88.82,78.99
1.59,-988.803,200.163,-24.02,1009.145,106.44,78.08
1.62,-1004.816,203.165,-57.046,1026.736,105.68,78.14
1.65,-987.803,190.155,-21.017,1006.158,96.31,79.04
1.68,-1000.813,199.162,-32.026,1020.94,99.14,78.6
1.7,-989.804,207.168,-58.047,1012.917,102.97,78
1.73,-991.806,261.212,15.012,1025.737,86.71,75.22
1.76,-959.78,254.207,-8.007,992.906,91.8,75.16
1.79,-967.786,222.181,-52.042,994.325,103.18,76.73
1.82,-1007.819,166.135,-62.05,1023.303,110.48,80.02
1.84,-966.785,154.125,-47.038,980.123,106.97,80.54
1.87,-965.785,192.156,-56.046,986.309,106.26,78.29
1.9,-986.802,229.186,-104.085,1018.4,111.5,73.95
1.93,-988.803,238.194,-123.1,1024.511,101.63,76.18
1.96,-1006.818,217.176,-25.02,1030.279,96.57,77.75
1.98,-992.807,229.186,-97.079,1023.531,112.96,75.93
2.01,-961.781,226.184,-101.082,993.177,114.08,75.56
2.04,-1010.821,239.194,-73.059,1041.303,94.58,77.18
2.07,-1025.833,232.189,-14.011,1051.876,93.45,77.22
2.1,-998.812,232.189,-8.007,1025.476,91.97,76.91
2.12,-1001.814,264.215,-90.073,1039.978,108.82,74.43
2.15,-1022.831,258.21,-144.117,1064.718,119.17,73.88
2.18,-1011.822,229.186,-12.01,1037.523,93,77.22
2.21,-960.781,203.165,31.025,982.516,81.32,77.93
2.23,-980.797,264.215,-29.024,1016.176,95.43,72.64
2.26,-979.796,271.22,-101.082,1021.655,114.41,73.09
2.29,-944.768,224.182,-88.072,974.987,111.45,75.7
2.32,-1029.837,169.137,-98.08,1048.232,120.11,79.25
2.35,-1015.825,134.109,-100.081,1029.516,126.73,80.65
2.37,-965.785,166.135,-71.058,982.543,105.42,79.45
2.4,-1001.814,197.16,-92.075,1025.174,115.03,77.75
2.43,-980.797,195.159,-98.08,1004.823,116.68,77.45
2.46,-985.801,219.178,-56.046,1011.427,104.34,77.08
2.49,-982.799,204.166,-30.024,1004.23,98.37,78.14
2.51,-1013.824,175.142,-49.04,1030.009,105.64,79.83
2.54,-1005.817,157.128,-47.038,1019.103,106.67,80.74
2.57,-983.799,150.122,-75.061,998.014,117.84,81.17
2.6,-1019.829,114.093,-26.021,1026.521,107.98,83.29
2.63,-984.8,134.109,-55.045,995.413,112.32,81.63
2.65,-1006.818,152.124,-72.059,1020.792,115.35,80.51
2.68,-1015.825,122.099,-60.049,1024.898,116.19,82.37
2.71,-992.807,123.1,-48.039,1001.562,107.31,80.77
2.74,-1016.826,172.14,-84.068,1034.715,116.03,79.33
2.76,-1004.816,176.143,-85.069,1023.679,115.78,78.98
2.79,-1005.817,138.112,-93.076,1019.513,123.98,80.6
2.82,-1025.833,108.088,-71.058,1033.957,123.32,82.81
2.85,-1017.827,116.094,-66.054,1026.554,119.64,82.52
2.88,-1023.832,139.113,-69.056,1035.545,116.4,81.37
2.9,-1009.82,120.098,-84.068,1020.406,121.7,81.14
2.93,-1019.829,138.112,-50.041,1030.354,93.32,82.27
2.96,-1003.816,127.103,-45.037,1012.832,109.51,82.35
2.99,-1037.843,169.137,1.001,1051.536,89.66,80.74
3.02,-1004.816,173.141,1.001,1019.625,89.67,80.22
3.04,-1012.823,206.168,-55.045,1035.058,103.34,76.88
3.07,-970.789,203.165,-82.067,995.209,112,77.28
3.1,-1003.816,184.15,-84.068,1024.024,114.54,78.6
3.13,-1011.822,209.17,-54.044,1034.629,104.49,77.95
3.16,-988.803,207.168,-55.045,1011.771,104.88,77.77
3.18,-994.808,212.172,-70.057,1019.592,108.27,77.34
3.21,-983.799,190.155,-78.063,1005.044,112.32,78.2
3.24,-976.794,207.168,-61.05,1000.386,105.91,77.09
3.27,-984.8,219.178,-74.06,1011.61,99.84,77.27
3.3,-982.799,216.176,-34.028,1006.868,98.95,77.45
3.32,-972.79,221.18,-8.007,997.65,92.07,77.18
3.35,-980.797,226.184,-16.013,1006.667,94.05,76.98
3.38,-967.786,196.159,-73.059,990.165,109.34,77.31
3.41,-992.807,262.213,-59.048,1028.546,102.69,74.85
3.43,-981.798,259.211,-42.034,1016.309,99.21,75.03
3.46,-991.806,214.174,-8.007,1014.699,92.14,77.81
3.49,-1000.813,202.164,-1.001,1021.028,90.28,78.58
3.52,-1004.816,218.177,-6.005,1028.248,91.58,77.74
3.55,-999.812,179.146,-31.025,1016.209,99.83,79.69
3.57,-1028.836,193.157,-45.037,1047.779,100.58,76.59
3.6,-980.797,235.191,-80.065,1011.775,104.55,76.09
3.63,-990.805,211.172,-60.049,1014.837,105.87,77.51
3.66,-1012.823,201.163,-69.056,1034.913,108.95,78.14
3.69,-1002.815,186.151,-103.084,1025.142,118.98,78.02
3.71,-1011.822,171.139,-79.064,1029.234,115.18,79.62
3.74,-1027.835,197.16,-52.042,1047.867,104.79,78.78
3.77,-1017.827,160.13,-34.028,1030.908,102,80.86
3.8,-1007.819,184.15,-51.041,1025.775,105.49,79.26
3.82,-983.799,158.128,-47.038,997.536,106.57,80.48
3.85,-990.805,173.141,-37.03,1006.501,102.07,79.87
3.88,-1000.813,198.161,-69.056,1022.577,109.21,78.16
3.91,-995.809,198.161,-124.101,1022.89,124.27,77.41
3.94,-999.812,180.146,-92.075,1020.076,106.11,79.38
3.96,-982.799,156.127,-60.049,996.932,111.04,80.34
3.99,-1025.833,195.159,-92.075,1048.284,115.26,78.12
4.02,-1004.816,162.132,-65.053,1019.889,111.86,80.14
4.05,-1017.827,148.12,-93.076,1032.751,122.86,80.36
4.07,-987.803,146.119,-78.063,1001.598,118.11,80.48
4.1,-980.797,140.114,-84.068,994.315,120.96,80.54
4.13,-983.799,136.111,-127.103,1001.27,133.04,79.28
4.16,-997.811,141.115,-86.07,1011.409,121.38,80.59
4.19,-1003.816,143.116,-43.035,1014.879,106.74,81.53
4.22,-980.797,134.109,-88.072,993.833,123.29,80.71
4.24,-982.799,146.119,-98.08,998.43,116.57,77.37
4.27,-981.798,225.183,-97.079,1011.958,113.54,75.95
4.3,-997.811,205.167,-70.057,1021.091,108.85,77.74
4.33,-1000.813,154.125,-69.056,1014.963,114.13,80.42
4.36,-999.812,140.114,-74.06,1012.295,117.86,80.99
4.38,-1005.817,188.153,-125.102,1030.883,126.81,77.85
4.41,-1018.828,188.153,-119.097,1042.879,122.33,77.67
4.44,-1023.832,157.128,-65.053,1037.86,112.49,80.57
4.47,-1021.83,157.128,-49.04,1035.003,107.33,80.85
4.49,-1008.82,181.147,6.005,1024.972,88.1,79.81
