time_s,Ax_mg,Ay_mg,Az_mg,Aabs_mg,Roll_deg,Pitch_deg
1.01,-985.801,265.215,-63.051,1022.799,103.37,74.54
1.03,-992.807,254.207,-17.014,1024.976,93.83,75.61
1.06,-978.795,263.214,-50.041,1014.803,100.76,74.69
1.09,-982.799,286.233,-55.045,1025.111,100.89,73.48
1.12,-982.799,249.202,-97.079,1018.538,111.28,74.78
1.15,-973.791,256.208,-80.065,1010.11,107.35,74.59
1.17,-963.783,252.205,-70.057,998.696,106.72,75.82
1.2,-977.794,210.171,-94.076,1004.542,115.24,76.63
1.23,-992.807,195.159,-100.081,1016.744,117.15,77.54
1.26,-975.793,230.187,-58.047,1004.255,104.15,76.33
1.29,-959.78,201.163,-46.037,981.715,102.89,77.87
1.31,-964.784,185.15,-48.039,983.563,117.92,76.76
1.34,-981.798,219.178,-98.08,1010.735,114.11,76.26
1.37,-988.803,202.164,-79.064,1012.351,111.36,77.62
1.4,-970.789,174.141,-65.053,988.427,110.48,79.16
1.42,-986.802,179.146,-72.059,1005.516,111.91,78.93
1.45,-1014.825,162.132,-71.058,1030.148,113.67,80.11
1.48,-1004.816,141.115,-78.063,1017.675,118.95,80.88
1.51,-1010.821,131.107,-87.071,1023.001,121.68,80.68
1.54,-1019.829,146.119,-82.067,1033.507,117.19,80.83
1.57,-1004.816,161.131,-78.063,1020.643,115.85,79.9
1.59,-1015.825,175.142,-75.061,1033.542,113.2,79.38
1.62,-1004.816,159.129,-77.063,1020.253,115.84,80.02
1.65,-1012.823,144.117,-93.076,1027.25,125.79,80.96
1.68,-995.809,117.095,-98.08,1007.455,129.95,81.28
1.7,-1002.815,137.111,-95.077,1016.601,124.74,80.55
1.73,-1023.832,118.096,-66.054,1032.735,119.22,82.47
1.76,-1030.838,73.059,-77.063,1036.293,136.53,84.12
1.79,-1009.82,126.102,-133.108,1026.332,136.55,79.71
1.82,-1014.825,132.107,-123.1,1030.764,132.98,79.91
1.84,-1003.816,123.1,-109.089,1017.202,124.94,79.28
1.87,-1008.82,187.152,-96.078,1030.521,114.95,78.44
1.9,-991.806,188.153,-99.081,1014.346,117.77,77.9
1.93,-989.804,188.153,-117.095,1014.31,121.9,77.38
1.96,-1004.816,186.151,-101.082,1026.901,118.5,78.1
1.98,-993.807,173.141,-115.094,1015.321,123.61,78.03
2.01,-994.808,178.145,-114.093,1017.053,122.64,77.99
2.04,-985.801,164.133,-129.105,1007.676,128.19,78.04
2.07,-973.791,160.13,-139.113,996.626,130.98,77.71
2.1,-999.812,202.164,-106.086,1025.548,117.69,77.14
2.12,-987.803,205.167,-63.051,1010.852,107.08,77.74
2.15,-957.778,174.141,-65.053,975.652,110.48,79.02
2.18,-980.797,169.137,-97.079,999.997,123.55,77.34
2.21,-997.811,187.152,-157.128,1027.298,130.02,76.24
2.24,-976.794,175.142,-136.111,1001.662,127.85,77.21
2.26,-1013.824,200.163,-98.08,1038.038,116.1,77.6
2.29,-1004.816,214.174,-75.061,1030.126,109.31,77.27
2.32,-990.805,216.176,-76.062,1016.962,109.38,76.98
2.35,-989.804,228.185,-121.098,1022.959,117.95,75.37
2.38,-989.804,209.17,-126.102,1019.493,121.08,76.14
2.4,-1014.825,195.159,-94.076,1037.693,113.06,78.19
2.43,-1003.816,154.125,-76.062,1018.423,116.27,80.28
2.46,-988.803,140.114,-80.065,1001.885,119.74,80.73
2.49,-1002.815,206.168,-101.082,1028.766,116.12,77.1
2.51,-993.807,196.159,-98.08,1017.719,117.98,79.56
2.54,-1018.828,151.123,-82.067,1033.239,118.5,80.42
2.57,-1028.836,133.108,-95.077,1041.759,125.54,80.97
2.6,-1015.825,131.107,-71.058,1026.713,118.46,81.65
2.63,-1007.819,129.105,-66.054,1018.199,117.1,81.81
2.65,-1021.83,179.146,-91.074,1041.405,116.95,78.87
2.68,-1001.814,178.145,-75.061,1020.295,112.85,79.08
2.71,-996.81,169.137,-72.059,1013.622,113.08,79.55
2.74,-985.801,167.136,-74.06,1002.608,117.25,79.2
2.77,-985.801,157.128,-90.073,1002.3,119.82,79.59
2.79,-988.803,93.076,-81.066,996.477,131.05,82.88
2.82,-990.805,122.099,-70.057,1000.755,119.85,81.91
2.85,-1000.813,143.116,-61.05,1012.836,113.88,81.74
2.88,-986.802,157.128,-72.059,1001.828,114.64,80.06
2.91,-1002.815,165.134,-82.067,1019.628,116.43,79.58
2.93,-995.809,148.12,-89.072,1010.697,121.02,80.15
2.96,-1010.821,112.091,-122.099,1024.321,137.45,80.69
2.99,-994.808,174.141,-85.069,1013.511,116.04,78.98
3.02,-1020.829,206.168,-92.075,1045.503,114.07,77.53
3.05,-1016.826,191.155,-125.102,1042.174,125.23,77.96
3.07,-1000.813,195.159,-182.148,1035.805,130.24,75.67
