time_s,Ax_mg,Ay_mg,Az_mg,Aabs_mg,Roll_deg,Pitch_deg
1.01,-969.788,208.169,-67.054,994.143,107.85,77.29
1.03,-961.781,236.192,-111.09,996.57,115.19,74.82
1.06,-979.796,219.178,-107.087,1009.706,116.04,76.02
1.09,-972.79,213.173,-78.063,998.928,110.11,76.86
1.12,-975.793,225.183,-59.048,1003.178,95.13,75.99
1.15,-964.784,252.205,-30.024,997.656,96.79,75.25
1.17,-950.773,270.22,-34.028,989.012,97.18,74.02
1.2,-972.79,234.19,-35.028,1001.196,98.51,76.32
1.23,-986.802,191.155,-45.037,1006.154,103.26,78.74
1.26,-974.792,191.155,-33.027,993.907,99.8,78.74
1.29,-976.794,200.163,-36.029,997.742,100.2,78.24
1.31,-993.807,210.171,-31.025,1016.262,99.08,78.81
1.34,-989.804,191.155,-18.015,1008.255,99.51,78.92
1.37,-1000.813,187.152,-34.028,1018.73,100.3,79.24
1.4,-1022.831,160.13,-9.007,1035.329,93.22,81.09
1.42,-1021.83,158.128,-13.011,1034.075,94.7,81.17
1.45,-1028.836,164.133,-17.014,1041.985,94.14,81.47
1.48,-1010.821,142.115,-21.017,1020.979,98.41,81.91
1.51,-1009.82,140.114,-30.024,1019.937,102.09,81.92
1.54,-1018.828,137.111,-59.048,1029.707,113.3,81.66
1.56,-1007.819,145.118,-80.065,1021.356,118.89,80.66
1.59,-1005.817,147.12,-112.091,1022.681,127.3,79.58
1.62,-1002.815,163.133,-104.085,1021.315,122.54,79.08
1.65,-1010.821,169.137,-89.072,1028.738,118.78,79.63
1.68,-1005.817,162.132,-75.061,1021.562,120.65,79.39
1.7,-1020.829,150.122,-96.078,1036.272,122.62,80.1
1.73,-1012.823,152.124,-63.051,1026.122,112.51,80.77
1.76,-1016.826,150.122,-61.05,1029.66,112.13,80.94
1.79,-1016.826,127.103,-84.068,1028.182,130.74,79.65
1.82,-988.803,160.13,-156.127,1013.78,134.27,77.26
1.84,-995.809,175.142,-161.131,1023.852,132.61,76.56
1.87,-970.789,144.117,-172.14,996.41,140.06,76.98
1.9,-949.772,162.132,-192.156,982.485,139.84,75.17
1.93,-957.778,253.206,-183.149,1007.47,125.88,71.93
1.96,-964.784,263.214,-159.129,1012.626,121.16,72.32
1.98,-977.794,276.224,-146.119,1026.515,118.49,72.33
2.01,-964.784,245.199,-177.144,1011.094,122.49,73.23
2.04,-965.785,246.2,-129.105,1004.999,117.67,73.94
2.07,-994.808,250.203,-121.098,1032.913,115.83,74.39
2.1,-983.799,228.185,-133.108,1018.65,120.26,74.97
2.12,-976.794,182.148,-124.101,1001.351,128.3,78.6
2.15,-1002.815,162.132,-116.094,1022.449,125.6,78.75
2.18,-1011.822,179.146,-132.107,1036.016,126.41,77.59
2.21,-1014.825,193.157,-180.146,1048.633,133,75.41
2.24,-1002.815,214.174,-182.148,1041.483,130.38,74.34
2.26,-996.81,219.178,-169.137,1034.542,127.66,74.48
2.29,-1008.82,199.162,-166.135,1041.625,129.83,75.58
2.32,-1004.816,163.133,-164.133,1031.12,136.62,77.39
2.35,-1015.825,159.129,-116.094,1034.747,126.11,79.03
2.38,-1026.834,174.141,-112.091,1047.51,122.77,78.6
2.4,-999.812,145.118,-119.097,1017.285,129.38,79.37
2.43,-1005.817,146.119,-112.091,1022.538,127.49,79.62
2.46,-1004.816,135.11,-96.078,1018.401,125.42,80.63
2.49,-1005.817,133.108,-73.059,1017.214,118.76,81.42
2.51,-1005.817,134.109,-72.059,1017.274,121.61,82.22
2.54,-996.81,98.08,-98.08,1006.414,135.86,81.96
2.57,-989.804,99.081,-89.072,998.731,131.96,82.33
2.6,-997.811,81.066,-68.055,1003.409,130.01,83.94
2.63,-1003.816,50.041,-74.06,1007.787,145.95,84.91
2.65,-1008.82,17.014,-87.071,1012.713,168.04,85.01
2.68,-1004.816,66.054,-61.05,1008.834,132.75,84.88
2.71,-998.812,86.07,-45.037,1003.524,117.62,84.45
2.74,-1017.827,72.059,-76.062,1023.206,136.55,84.12
2.77,-1018.828,52.042,-76.062,1022.988,145.62,84.83
2.79,-1029.837,59.048,-46.037,1032.555,127.94,85.78
2.82,-1015.825,76.062,-75.061,1021.431,134.62,83.99
2.85,-1023.832,95.077,-106.086,1033.695,138.13,82.08
2.88,-1012.823,112.091,-100.081,1023.91,131.76,81.56
2.91,-1009.82,114.093,-76.062,1019.088,123.69,82.27
2.93,-1036.842,103.084,-60.049,1043.683,120.22,83.44
2.96,-1023.832,72.059,-76.062,1029.179,136.55,84.16
2.99,-1007.819,66.054,-75.061,1012.766,131.63,83.94
3.02,-1023.832,117.095,-86.07,1034.094,126.32,81.92
3.05,-1012.823,135.11,-95.077,1026.209,125.13,80.74
3.07,-1017.827,135.11,-84.068,1030.191,121.89,81.11
3.1,-1022.831,126.102,-71.058,1033.022,119.4,81.95
3.13,-1018.828,105.085,-58.047,1025.876,118.92,83.28
3.16,-1015.825,138.112,-85.069,1028.695,121.63,80.93
