time_s,pressure_Pa
24.379,731.72
24.481,722.25
24.579,731.72
24.682,724.35
24.78,729.61
24.882,720.14
24.985,726.46
25.083,724.35
25.185,729.61
25.284,722.25
25.386,726.46
25.488,720.14
25.587,729.61
25.689,722.25
25.787,729.61
25.89,724.35
25.992,729.61
26.091,724.35
26.193,726.46
26.291,722.25
26.394,729.61
26.492,720.14
26.594,729.61
26.697,722.25
26.795,726.46
26.897,720.14
26.996,726.46
27.1,722.25
27.201,724.35
27.299,722.25
27.401,729.61
27.5,720.14
27.602,729.61
27.704,722.25
27.803,724.35
27.906,720.14
28.003,726.46
28.106,724.35
28.208,729.61
28.306,722.25
28.409,729.61
28.507,722.25
28.609,731.72
28.712,724.35
28.81,731.72
28.912,724.35
29.011,726.46
29.113,731.72
29.216,726.46
29.314,731.72
29.416,726.46
29.515,731.72
29.617,726.46
29.719,733.82
29.818,729.61
29.92,733.82
30.018,726.46
30.121,731.72
30.219,733.82
30.322,731.72
30.424,733.82
30.522,729.61
30.625,738.03
30.723,729.61
30.825,738.03
30.928,733.82
31.026,735.93
31.128,731.72
31.227,738.03
31.329,731.72
31.432,735.93
31.53,733.82
31.632,740.13
31.73,731.72
31.833,738.03
31.935,735.93
32.034,740.13
32.136,733.82
32.234,740.13
32.337,733.82
32.439,740.13
32.537,733.82
32.64,735.93
32.738,731.72
32.841,738.03
32.943,731.72
33.041,738.03
33.144,733.82
33.242,740.13
33.344,731.72
33.443,740.13
33.545,733.82
33.647,738.03
33.747,731.72
33.848,740.13
33.946,735.93
34.049,740.13
34.151,735.93
34.249,738.03
34.354,731.72
34.45,740.13
34.553,740.13
34.655,733.82
34.753,740.13
34.856,733.82
34.954,740.13
35.056,733.82
35.159,740.13
35.257,733.82
35.359,740.13
35.458,733.82
35.56,740.13
35.662,733.82
35.761,740.13
35.863,733.82
35.961,740.13
36.064,733.82
36.166,740.13
36.265,733.82
36.367,738.03
36.465,733.82
36.568,738.03
36.67,735.93
36.768,738.03
36.871,733.82
36.969,740.13
37.072,733.82
37.17,740.13
37.272,735.93
37.375,740.13
37.473,733.82
37.575,743.29
37.674,735.93
37.776,743.29
37.878,735.93
37.977,745.39
38.079,738.03
38.177,745.39
38.28,738.03
38.382,743.29
38.481,740.13
38.583,745.39
38.681,738.03
38.784,743.29
38.886,738.03
38.984,743.29
39.087,738.03
39.185,745.39
39.289,740.13
39.39,747.5
39.488,738.03
39.59,745.39
39.689,738.03
39.791,743.29
39.894,735.93
39.992,743.29
40.094,735.93
40.192,735.93
40.295,740.13
40.393,731.72
40.496,738.03
40.598,731.72
40.696,735.93
40.799,738.03
40.897,731.72
40.999,733.82
41.102,726.46
41.2,735.93
41.302,729.61
41.401,735.93
41.503,726.46
41.606,733.82
41.704,726.46
41.806,733.82
41.905,726.46
42.007,735.93
42.109,726.46
42.208,733.82
42.31,726.46
42.408,733.82
42.511,726.46
42.613,735.93
42.711,729.61
42.814,733.82
42.912,729.61
43.015,733.82
43.117,726.46
43.215,731.72
43.318,726.46
43.416,731.72
43.518,726.46
43.617,733.82
43.719,726.46
43.821,733.82
43.92,729.61
44.022,733.82
44.12,729.61
44.223,733.82
44.325,726.46
44.423,733.82
44.526,726.46
44.624,731.72
44.727,726.46
44.829,733.82
44.927,724.35
45.03,731.72
45.128,726.46
45.23,731.72
45.333,726.46
45.431,733.82
45.533,724.35
45.632,733.82
45.734,731.72
45.837,724.35
45.935,726.46
46.037,731.72
46.136,726.46
46.238,731.72
46.34,724.35
46.439,733.82
46.541,726.46
46.639,733.82
46.742,729.61
46.844,733.82
46.943,729.61
47.045,735.93
47.143,729.61
47.246,733.82
47.344,729.61
47.446,735.93
47.549,731.72
47.647,735.93
47.749,731.72
47.848,738.03
47.951,729.61
48.052,735.93
48.151,731.72
48.253,735.93
48.351,731.72
48.454,738.03
48.556,733.82
48.655,738.03
48.757,729.61
48.855,738.03
48.958,731.72
49.06,735.93
49.158,731.72
49.261,738.03
49.359,731.72
49.461,738.03
49.564,731.72
49.662,738.03
49.764,729.61
49.863,735.93
49.965,733.82
50.068,738.03
50.166,731.72
50.268,738.03
50.367,731.72
50.469,738.03
50.567,731.72
50.67,738.03
50.772,731.72
50.871,738.03
50.973,729.61
51.071,738.03
51.173,731.72
51.276,731.72
51.374,731.72
51.477,738.03
51.575,733.82
51.677,738.03
51.78,731.72
51.878,738.03
51.98,733.82
52.079,740.13
52.181,733.82
52.283,740.13
52.382,733.82
52.484,740.13
52.582,733.82
52.685,740.13
52.787,735.93
52.886,740.13
52.988,733.82
53.086,740.13
53.188,735.93
53.291,740.13
53.39,735.93
53.492,740.13
53.59,733.82
53.693,740.13
53.791,733.82
53.893,740.13
53.999,733.82
54.094,745.39
54.196,735.93
54.294,740.13
54.397,735.93
54.499,743.29
54.598,735.93
54.7,743.29
54.798,738.03
54.901,740.13
55.003,735.93
55.101,740.13
55.204,738.03
55.302,743.29
55.404,738.03
55.507,740.13
55.605,735.93
55.708,745.39
55.806,738.03
55.908,745.39
56.011,738.03
56.109,745.39
56.211,738.03
56.31,743.29
56.412,738.03
56.514,745.39
56.613,735.93
56.715,745.39
56.813,735.93
56.916,738.03
57.014,745.39
57.117,738.03
57.219,745.39
57.317,738.03
57.42,743.29
57.518,738.03
57.62,745.39
57.723,740.13
57.821,747.5
57.923,740.13
58.022,745.39
58.124,740.13
58.226,747.5
58.325,740.13
58.427,745.39
58.526,738.03
58.628,745.39
58.73,740.13
58.83,747.5
58.931,740.13
59.029,747.5
59.132,740.13
59.234,747.5
59.332,738.03
59.435,747.5
59.533,740.13
59.636,747.5
59.738,743.29
59.836,747.5
59.938,740.13
60.037,747.5
60.139,740.13
60.238,745.39
60.34,740.13
60.442,747.5
60.541,740.13
60.643,743.29
60.741,740.13
60.844,747.5
60.946,738.03
61.044,745.39
61.147,740.13
61.245,745.39
61.348,738.03
61.45,747.5
61.548,738.03
61.651,747.5
61.749,738.03
61.851,743.29
61.954,740.13
62.052,747.5
62.154,740.13
62.253,745.39
62.355,740.13
62.458,745.39
62.556,745.39
62.659,738.03
62.756,745.39
62.859,740.13
62.961,745.39
63.06,740.13
63.162,745.39
63.26,740.13
63.363,745.39
63.465,738.03
63.563,745.39
63.666,738.03
63.764,745.39
63.866,740.13
63.965,745.39
64.067,738.03
64.17,745.39
64.268,740.13
64.37,745.39
64.469,738.03
64.571,745.39
64.673,738.03
64.772,745.39
64.874,738.03
64.972,745.39
65.075,738.03
65.177,745.39
65.275,740.13
65.378,743.29
65.476,738.03
65.578,743.29
65.681,738.03
65.779,745.39
65.882,738.03
65.98,743.29
66.082,735.93
66.185,743.29
66.283,738.03
66.385,743.29
66.484,738.03
66.586,743.29
66.688,738.03
66.787,743.29
66.889,735.93
66.987,743.29
67.09,738.03
67.188,743.29
67.29,738.03
67.393,743.29
67.491,738.03
67.593,745.39
67.692,738.03
67.794,745.39
67.897,740.13
67.995,745.39
68.097,740.13
68.196,738.03
68.298,745.39
68.4,738.03
68.499,745.39
68.601,740.13
68.699,745.39
68.802,740.13
68.904,745.39
69.003,738.03
69.105,745.39
69.203,738.03
69.306,745.39
69.408,738.03
69.506,747.5
69.609,740.13
69.708,745.39
69.81,738.03
69.912,745.39
70.01,740.13
70.113,747.5
70.211,743.29
70.313,747.5
70.413,740.13
70.514,747.5
70.616,740.13
70.715,743.29
70.817,738.03
70.915,743.29
71.018,738.03
71.12,743.29
71.218,735.93
71.321,740.13
71.419,735.93
71.522,740.13
71.624,733.82
71.722,740.13
71.825,731.72
71.923,735.93
72.025,733.82
72.128,740.13
72.226,731.72
72.329,740.13
72.427,740.13
72.529,735.93
72.631,738.03
72.73,735.93
72.832,740.13
72.93,733.82
73.033,738.03
73.135,735.93
73.233,740.13
73.336,733.82
73.434,740.13
73.537,738.03
73.639,743.29
73.737,743.29
73.84,733.82
73.938,743.29
74.04,735.93
74.139,743.29
74.241,735.93
74.343,743.29
74.442,735.93
74.544,743.29
74.643,738.03
74.745,745.39
74.847,735.93
74.946,743.29
75.048,735.93
75.146,743.29
75.249,738.03
75.351,743.29
75.45,735.93
75.552,745.39
75.65,735.93
75.753,745.39
75.855,738.03
75.953,745.39
76.056,738.03
76.154,743.29
76.256,745.39
76.359,738.03
76.457,747.5
76.559,738.03
76.658,747.5
76.76,740.13
76.862,747.5
76.961,740.13
77.063,747.5
77.161,743.29
77.264,749.6
77.362,740.13
77.465,749.6
77.567,745.39
77.665,751.71
77.768,743.29
77.866,751.71
77.968,743.29
78.071,749.6
78.169,743.29
78.271,749.6
78.37,745.39
78.472,751.71
78.574,747.5
78.673,751.71
78.775,745.39
78.873,751.71
78.976,745.39
79.078,751.71
79.177,747.5
79.279,751.71
79.377,751.71
79.48,747.5
79.582,751.71
79.68,745.39
79.783,751.71
79.881,745.39
79.984,751.71
80.086,747.5
80.2,751.71
80.287,747.5
80.385,751.71
80.487,747.5
80.586,751.71
80.688,745.39
80.79,751.71
80.889,745.39
80.991,751.71
81.09,747.5
81.192,751.71
81.294,747.5
81.392,751.71
81.495,743.29
81.593,751.71
81.695,747.5
81.798,749.6
81.896,743.29
81.999,749.6
82.097,747.5
82.199,749.6
82.302,743.29
82.4,751.71
82.502,745.39
82.601,751.71
82.703,745.39
82.806,751.71
82.904,745.39
