time_s,Ax_mg,Ay_mg,Az_mg,Aabs_mg,Roll_deg,Pitch_deg
1.01,-1048.852,112.091,-98.08,1059.375,131.19,81.92
1.03,-1022.831,98.08,-113.092,1033.728,139.07,81.57
1.06,-1040.846,98.08,-103.084,1050.526,136.42,82.22
1.09,-1036.842,102.083,-106.086,1047.243,136.1,81.92
1.12,-995.809,150.122,-134.109,1015.952,131.78,78.57
1.15,-1003.816,175.142,-148.12,1029.689,130.22,77.13
1.17,-999.812,192.156,-149.121,1028.973,127.81,76.33
1.2,-979.796,172.14,-147.12,1005.623,130.52,76.99
1.23,-984.8,166.135,-140.114,1008.496,116.57,78.81
1.26,-1019.829,174.141,-97.079,1039.134,119.14,78.94
1.29,-987.803,157.128,-127.103,1008.265,128.97,78.44
1.31,-1002.815,173.141,-146.119,1028.088,130.16,77.27
1.34,-996.81,178.145,-137.111,1021.844,127.58,77.29
1.37,-985.801,153.124,-151.123,1009.004,134.62,77.69
1.4,-986.802,159.129,-152.124,1011.06,133.71,77.42
1.43,-991.806,174.141,-150.122,1018.106,130.93,76.99
1.45,-974.792,153.124,-120.098,994.027,131.84,78.09
1.48,-967.786,136.111,-146.119,988.174,137.03,78.34
1.51,-1000.813,131.107,-138.112,1018.769,136.49,79.23
1.54,-993.807,144.117,-126.102,1012.089,131.19,79.09
1.57,-998.812,138.112,-101.082,1013.369,128.77,80.95
1.59,-979.796,138.112,-110.089,995.588,128.56,79.78
1.62,-984.8,161.131,-128.104,1006.084,128.49,78.19
1.65,-998.812,159.129,-107.087,1017.062,123.94,79.13
1.68,-1004.816,145.118,-97.079,1019.872,123.78,80.14
1.71,-1004.816,133.108,-106.086,1019.131,128.55,80.39
1.73,-1010.821,141.115,-121.098,1027.783,130.63,79.58
1.76,-1013.824,136.111,-127.103,1030.786,135.23,79.98
1.79,-1015.825,116.094,-116.094,1029.008,134.75,80.86
1.82,-1011.822,125.102,-122.099,1026.812,134.3,80.2
1.85,-1010.821,174.141,-108.088,1031.391,121.83,78.54
1.87,-1026.834,172.14,-90.073,1045.052,117.62,79.29
1.9,-1017.827,159.129,-110.089,1036.057,127.76,79.73
1.93,-1007.819,156.127,-119.097,1026.771,127.34,78.97
1.96,-1015.825,161.131,-108.088,1034.189,123.85,79.19
1.98,-1016.826,153.124,-80.065,1031.403,117.6,80.36
2.01,-1002.815,145.118,-67.054,1015.477,114.8,80.94
2.04,-1004.816,200.163,-72.059,1027.09,109.8,78.05
2.07,-1008.82,219.178,-59.048,1034.042,105.08,77.32
2.1,-988.803,209.17,-30.024,1011.131,104.24,78.31
2.12,-988.803,206.168,-116.094,1016.718,119.38,76.54
2.15,-1001.814,206.168,-129.105,1030.924,122.06,76.35
2.18,-967.786,183.149,-51.041,986.286,105.57,78.89
2.21,-1002.815,186.151,-19.015,1020.123,95.83,79.43
2.24,-993.807,172.14,-34.028,1009.179,101.18,79.99
2.27,-985.801,178.145,-52.042,1003.119,106.28,79.34
2.29,-983.799,168.137,-82.067,1001.432,114.02,78.42
2.32,-989.804,217.176,-93.076,1017.615,110,76.86
2.35,-975.793,230.187,-51.041,1003.874,102.5,76.42
2.38,-994.808,157.128,-68.055,1009.437,113.42,80.23
2.4,-1006.818,150.122,-93.076,1022.195,121.8,80.05
2.43,-991.806,140.114,-99.081,1006.542,116.17,79.1
2.46,-1010.821,185.15,-87.071,1031.32,115.19,78.56
2.49,-1007.819,202.164,-77.063,1030.78,110.87,77.88
2.52,-1006.818,190.155,-68.055,1026.875,109.69,78.66
2.54,-1017.827,173.141,-69.056,1034.755,111.74,79.62
2.57,-1022.831,145.118,-55.045,1034.54,110.77,81.37
2.6,-1019.829,149.121,-72.059,1033.189,115.79,80.78
2.63,-1018.828,169.137,-60.049,1034.516,108.82,79.65
2.66,-1014.825,142.115,-56.046,1026.259,110.82,81.48
2.68,-1013.824,127.103,-62.05,1023.643,116.02,82.06
2.71,-1012.823,132.107,-102.083,1026.491,127.69,80.64
2.74,-999.812,155.126,-110.089,1017.747,125.36,79.23
2.77,-991.806,169.137,-108.088,1011.914,119.41,79.03
2.8,-999.812,181.147,-72.059,1018.642,111.69,78.97
2.82,-1014.825,173.141,-55.045,1030.959,107.64,79.85
2.85,-1014.825,140.114,-60.049,1026.21,113.2,81.46
2.88,-1022.831,127.103,-48.039,1031.817,110.7,82.43
2.91,-1001.814,139.113,-27.022,1011.787,100.99,81.95
2.93,-1000.813,167.136,-52.042,1016.007,107.3,80.08
2.96,-997.811,172.14,-64.052,1014.574,110.09,79.38
2.99,-996.81,151.123,-30.024,1008.647,94.92,81.35
3.02,-997.811,135.11,-5.004,1006.929,92.12,82.28
3.05,-991.806,123.1,-35.028,1000.03,105.88,82.65
3.07,-994.808,123.1,-45.037,1003.407,110.1,82.49
3.1,-1003.816,114.093,14.011,1010.376,82.18,84.19
3.13,-1017.827,124.101,16.013,1025.49,82.65,82.99
3.16,-1010.821,146.119,30.024,1021.769,78.39,81.61
3.19,-1007.819,171.139,-5.004,1022.258,91.67,80.36
3.21,-1016.826,154.125,-20.016,1028.635,97.4,81.31
3.24,-1012.823,108.088,-45.037,1019.569,112.62,83.41
3.27,-1016.826,110.089,-75.061,1025.519,124.29,82.53
3.3,-1008.82,104.085,-97.079,1018.811,129.42,81.47
3.33,-1010.821,131.107,-82.067,1022.587,122.04,81.3
3.35,-1015.825,145.118,-69.056,1028.46,115.45,81.01
3.38,-1010.821,165.134,-44.036,1025.167,104.93,80.4
3.41,-1027.835,175.142,1.001,1042.651,89.67,80.33
3.44,-1037.843,181.147,-27.022,1053.88,98.63,79.94
