time_s,Ax_mg,Ay_mg,Az_mg,Aabs_mg,Roll_deg,Pitch_deg
1.01,-1015.825,205.167,-119.097,1043.158,120.13,76.86
1.03,-1003.816,206.168,-107.087,1030.349,117.45,76.97
1.06,-1009.82,204.166,-104.085,1035.497,117.01,77.21
1.09,-998.812,199.162,-59.048,1020.185,106.06,78.02
1.12,-1006.818,202.164,-71.058,1029.37,109.37,77.98
1.15,-1002.815,200.163,-76.062,1025.421,110.81,77.95
1.17,-992.807,202.164,-90.073,1017.177,114.02,77.43
1.2,-992.807,200.163,-89.072,1016.693,113.99,77.56
1.23,-980.797,185.15,-123.1,1005.682,123.62,77.23
1.26,-978.795,181.147,-132.107,1004.145,126.1,77.1
1.29,-986.802,170.138,-154.125,1013.153,128.97,76.77
1.31,-971.79,200.163,-131.107,1000.814,123.22,76.17
1.34,-977.794,217.176,-118.096,1008.56,118.54,75.81
1.37,-974.792,219.178,-78.063,1002.174,109.6,76.58
1.4,-974.792,202.164,-71.058,998.068,109.37,77.6
1.43,-982.799,170.138,-74.06,1000.162,113.52,79.31
1.45,-983.799,169.137,-91.074,1002.379,118.3,78.95
1.48,-978.795,185.15,-97.079,1000.872,117.67,77.94
1.51,-995.809,223.181,-97.079,1025.119,120.43,75.43
1.54,-985.801,231.188,-116.094,1019.181,116.66,75.3
1.57,-997.811,210.171,-107.087,1025.312,117,76.7
1.59,-994.808,198.161,-103.084,1019.577,117.48,77.34
1.62,-995.809,203.165,-90.073,1020.306,111.66,77.08
1.65,-1002.815,215.175,-100.081,1030.511,114.94,76.69
1.68,-994.808,220.179,-94.076,1023.217,113.14,76.47
1.71,-1005.817,187.152,-129.105,1031.195,124.6,77.26
1.73,-994.808,182.148,-114.093,1017.761,122.06,77.81
1.76,-1005.817,199.162,-100.081,1030.218,116.68,77.5
1.79,-1000.813,212.172,-81.066,1026.263,110.91,77.21
1.82,-1003.816,214.174,-63.051,1028.344,106.19,77.3
1.85,-1000.813,211.172,-90.073,1026.807,109.81,77.36
1.87,-996.81,208.169,-67.054,1020.52,107.85,77.63
1.9,-1007.819,204.166,-66.054,1030.41,107.93,77.98
1.93,-990.805,199.162,-74.06,1013.334,110.4,77.9
1.96,-982.799,195.159,-93.076,1006.302,114.83,78.18
1.98,-980.797,172.14,-111.09,1001.966,122.84,78.2
2.01,-975.793,157.128,-127.103,996.502,128.97,78.3
2.04,-972.79,181.147,-90.073,993.604,116.44,78.25
2.07,-972.79,203.165,-74.06,996.535,110.03,77.47
2.1,-966.785,240.195,-57.046,997.809,103.36,75.68
2.12,-980.797,218.177,-90.073,1008.8,112.43,76.47
2.15,-970.789,190.155,-122.099,996.744,123.84,77.27
2.18,-983.799,170.138,-132.107,1007.105,127.19,77.75
2.21,-993.807,164.133,-114.093,1013.711,124.8,78.63
2.24,-988.803,197.16,-95.077,1012.741,115.74,77.52
2.26,-991.806,221.18,-86.07,1019.807,111.26,76.54
2.29,-992.807,221.18,-85.069,1020.697,111.43,77
2.32,-994.808,220.179,-89.072,1022.769,112.03,76.57
2.35,-1000.813,226.184,-84.068,1029.492,110.39,76.44
2.38,-1010.821,225.183,-86.07,1039.17,110.92,76.59
2.4,-1010.821,205.167,-122.099,1038.634,120.76,76.71
2.43,-1002.815,196.159,-142.115,1031.655,125.92,76.42
2.46,-1008.82,190.155,-142.115,1036.375,126.77,76.76
2.49,-1005.817,189.154,-125.102,1031.066,122.79,76.93
2.51,-997.811,201.163,-122.099,1025.183,119.99,76.9
2.54,-1003.816,211.172,-103.084,1030.954,116.02,76.82
2.57,-1000.813,188.153,-114.093,1024.717,121.23,77.6
2.6,-989.804,197.16,-104.085,1014.602,117.83,77.31
2.63,-985.801,212.172,-107.087,1014.046,116.78,76.45
2.66,-977.794,219.178,-114.093,1008.533,117.5,75.82
2.68,-977.794,225.183,-113.092,1009.742,116.67,75.55
2.71,-987.803,219.178,-89.072,1015.739,113.89,76.36
2.74,-976.794,199.162,-117.095,1003.744,120.45,76.69
2.77,-975.793,193.157,-117.095,1001.595,121.22,76.97
2.79,-976.794,195.159,-101.082,1001.214,117.38,77.32
2.82,-980.797,203.165,-81.066,1004.893,110.47,77.15
2.85,-978.795,204.166,-94.076,1004.278,114.74,77.07
2.88,-985.801,202.164,-94.076,1010.705,114.95,77.25
2.91,-989.804,193.157,-101.082,1013.528,117.62,77.58
2.93,-991.806,195.159,-93.076,1015.1,115.5,77.7
2.96,-996.81,212.172,-69.056,1021.477,108.03,77.38
2.99,-1001.814,214.174,-62.05,1026.329,106.16,77.45
3.02,-1000.813,180.146,-105.085,1022.312,120.4,78.28
3.05,-995.809,183.149,-133.108,1021.223,118.65,78.16
3.07,-1007.819,199.162,-91.074,1031.338,114.57,77.74
3.1,-1001.814,211.172,-65.053,1025.893,107.12,77.56
3.13,-1007.819,211.172,-72.059,1032.223,108.84,77.52
3.16,-1005.817,198.161,-82.067,1028.431,114.62,79.67
3.19,-1017.827,168.137,-70.057,1033.997,112.62,79.85
3.21,-1017.827,173.141,-56.046,1033.968,107.94,79.86
3.24,-1002.815,196.159,-62.05,1023.702,107.55,78.41
3.27,-1001.814,213.173,-75.061,1026.99,109.4,77.29
3.3,-981.798,207.168,-107.087,1009.115,117.33,76.64
3.33,-977.794,201.163,-109.089,1004.216,118.47,76.83
3.35,-978.795,201.163,-105.085,1004.764,117.12,76.83
3.38,-982.799,207.168,-94.076,1008.792,113.27,77.08
3.41,-976.794,196.159,-105.085,1001.822,118.18,77.17
3.44,-974.792,200.163,-95.077,999.662,115.41,77.19
3.47,-969.788,211.172,-87.071,996.325,112.41,76.75
3.49,-974.792,219.178,-111.09,1005.286,118.2,76.55
3.52,-973.791,184.15,-141.115,1001.046,127.46,76.6
3.55,-959.78,190.155,-127.103,986.657,123.76,76.6
3.58,-995.809,226.184,-112.091,1027.307,116.36,75.78
3.6,-978.795,223.181,-89.072,1007.861,111.76,76.21
3.63,-996.81,203.165,-80.065,1020.449,111.51,77.64
3.66,-999.812,198.161,-77.063,1022.17,111.25,77.99
3.69,-1000.813,188.153,-88.072,1022.147,107.42,77.78
3.72,-989.804,225.183,-86.07,1018.738,110.92,76.31
3.74,-994.808,239.194,-108.088,1028.854,114.32,75.22
3.77,-996.81,233.189,-126.102,1031.46,118.4,75.11
3.8,-1004.816,225.183,-130.106,1037.926,120.02,75.49
3.83,-1009.82,220.179,-97.079,1038.095,113.79,76.6
3.86,-1012.823,217.176,-98.08,1040.478,114.3,76.76
3.88,-1008.82,222.181,-94.076,1037.271,114.53,77.34
3.91,-1000.813,190.155,-131.107,1027.119,126.58,76.69
3.94,-990.805,188.153,-134.109,1017.389,125.48,76.87
3.97,-992.807,209.17,-113.092,1020.885,118.4,76.53
4,-981.798,227.185,-95.077,1012.215,112.71,75.92
4.02,-977.794,230.187,-80.065,1007.71,119.3,75.66
4.05,-991.806,192.156,-113.092,1016.559,120.48,77.33
4.08,-977.794,187.152,-96.078,1000.169,117.17,77.86
4.11,-991.806,221.18,-73.059,1018.792,108.28,76.78
4.13,-984.8,194.158,-98.08,1008.538,116.8,77.54
4.16,-980.797,194.158,-93.076,1004.153,115.61,77.62
4.19,-985.801,191.155,-90.073,1008.195,115.23,77.9
