time_s,Ax_mg,Ay_mg,Az_mg,Aabs_mg,Roll_deg,Pitch_deg
1.01,-993.807,196.159,-186.151,1029.944,133.5,74.78
1.03,-1000.813,185.15,-187.152,1034.859,132.79,74.3
1.06,-978.795,219.178,-199.162,1022.617,132.26,73.17
1.09,-978.795,204.166,-184.15,1016.678,132.05,74.31
1.12,-995.809,160.13,-209.17,1030.063,142.56,75.18
1.15,-986.802,174.141,-201.163,1022.042,139.12,74.91
1.17,-976.794,176.143,-212.172,1014.973,140.3,74.24
1.2,-978.795,180.146,-210.171,1017.185,139.4,74.21
1.23,-964.784,179.146,-207.168,1002.906,141.95,73.31
1.26,-975.793,178.145,-204.166,1012.715,138.89,74.48
1.29,-969.788,184.15,-186.151,1004.516,135.31,74.89
1.31,-970.789,181.147,-170.138,1002.094,133.21,75.64
1.34,-985.801,177.144,-167.136,1015.44,133.33,76.12
1.37,-978.795,159.129,-153.124,1003.399,133.9,77.29
1.4,-984.8,160.13,-164.133,1011.144,135.71,76.89
1.43,-982.799,167.136,-172.14,1011.662,134.18,75.7
1.46,-984.8,173.141,-186.151,1017.085,139.42,74.86
1.48,-994.808,173.141,-194.158,1028.26,138.27,75.35
1.51,-996.81,166.135,-181.147,1026.667,137.48,76.15
1.54,-997.811,157.128,-182.148,1026.398,139.22,76.45
1.57,-999.812,172.14,-182.148,1030.745,134.84,75.39
1.6,-1005.817,202.164,-189.154,1043.225,133.1,74.61
1.62,-1009.82,207.168,-189.154,1048.062,132.4,74.47
1.65,-999.812,179.146,-180.146,1031.586,135.16,75.74
1.68,-1000.813,185.15,-193.157,1035.962,136.21,75.03
1.71,-1001.814,168.137,-214.174,1038.158,141.87,74.79
1.73,-1001.814,166.135,-213.173,1037.63,142.07,74.9
1.76,-986.802,179.146,-190.155,1020.799,129.7,74.65
1.79,-981.798,215.175,-206.168,1026.027,133.78,73.12
1.82,-970.789,220.179,-206.168,1016.57,133.12,72.74
1.85,-970.789,201.163,-164.133,1004.907,129.21,75.03
1.87,-980.797,185.15,-165.134,1011.688,131.73,75.8
1.9,-960.781,190.155,-199.162,999.462,136.33,74.01
1.93,-950.773,190.155,-175.142,985.293,132.65,74.79
1.96,-966.785,183.149,-172.14,998.924,134.34,75.82
1.99,-959.78,168.137,-200.163,994.742,143.25,73.68
2.02,-949.772,181.147,-223.181,992.316,140.94,73.16
2.04,-975.793,172.14,-205.167,1011.878,140,74.65
2.07,-972.79,166.135,-206.168,1008.18,141.14,74.77
2.1,-967.786,158.128,-209.17,1002.68,140.71,74.53
2.13,-986.802,169.137,-187.152,1018.534,137.89,75.66
2.15,-988.803,170.138,-155.126,1015.255,132.36,76.89
2.18,-1003.816,196.159,-127.103,1030.67,122.94,76.89
2.21,-1006.818,181.147,-146.119,1033.367,128.89,76.98
2.24,-997.811,172.14,-201.163,1032.34,139.45,75.14
2.27,-1000.813,157.128,-207.168,1034.038,142.82,75.44
2.29,-1002.815,151.123,-195.159,1032.745,140.59,76.55
2.32,-1001.814,157.128,-185.15,1030.825,139.68,76.37
2.35,-1003.816,165.134,-204.166,1037.593,141.03,75.34
2.38,-1003.816,157.128,-199.162,1035.375,141.73,75.82
2.41,-1007.819,145.118,-200.163,1037.701,144.06,76.22
2.44,-1001.814,164.133,-193.157,1033.383,139.64,75.8
2.46,-996.81,153.124,-196.159,1027.402,142.02,75.98
2.49,-998.812,159.129,-193.157,1029.687,141.05,75.93
2.52,-987.803,158.128,-198.161,1019.817,141.13,75.69
2.55,-976.794,154.125,-184.15,1005.878,140.07,76.19
2.57,-987.803,180.146,-185.15,1021.023,135.78,75.34
2.6,-974.792,177.144,-180.146,1007.002,135.48,75.47
2.63,-964.784,161.131,-198.161,998.018,140.88,75.3
2.66,-978.795,160.13,-216.176,1015.093,143.47,74.63
2.69,-956.777,170.138,-209.17,994.043,140.88,74.26
2.71,-971.79,193.157,-215.175,1013.896,135.73,74.11
2.74,-977.794,195.159,-179.146,1013.046,132.55,74.84
2.77,-964.784,209.17,-170.138,1001.752,129.12,74.39
2.8,-973.791,209.17,-199.162,1015.72,133.6,73.48
2.83,-977.794,202.164,-221.18,1022.679,134.23,74.82
2.85,-972.79,172.14,-184.15,1004.92,136.93,75.47
2.88,-994.808,175.142,-174.141,1025.009,134.84,76.06
2.91,-989.804,178.145,-164.133,1019.013,132.66,76.25
2.94,-1000.813,179.146,-187.152,1033.802,136.25,75.49
2.97,-984.8,184.15,-190.155,1019.755,135.92,74.95
2.99,-990.805,196.159,-183.149,1026.507,133.04,74.84
3.02,-1004.816,205.167,-172.14,1039.895,130.7,75.21
3.05,-997.811,199.162,-191.155,1035.293,130,75.4
3.08,-994.808,214.174,-151.123,1028.762,125.21,75.24
3.11,-995.809,224.182,-177.144,1035.989,128.32,73.99
3.13,-992.807,220.179,-187.152,1034.007,130.36,73.77
3.16,-982.799,208.169,-188.153,1022.071,133.52,74.6
3.19,-995.809,196.159,-185.15,1031.695,133.35,74.84
3.22,-984.8,191.155,-184.15,1019.943,133.93,74.92
3.25,-969.788,197.16,-214.174,1012.537,137.37,73.29
3.27,-977.794,186.151,-229.186,1021.401,140.92,73.2
3.3,-981.798,178.145,-213.173,1020.346,140.12,74.2
3.33,-964.784,191.155,-201.163,1003.9,136.46,73.95
3.36,-954.776,198.161,-194.158,994.264,137.43,73.53
3.39,-969.788,199.162,-224.182,1015.092,138.38,72.82
3.41,-966.785,201.163,-207.168,1008.989,135.84,73.37
3.44,-961.781,180.146,-166.135,992.51,132.68,75.71
3.47,-983.799,197.16,-194.158,1021.974,134.56,74.29
3.5,-956.777,208.169,-184.15,996.327,131.5,73.8
3.53,-974.792,196.159,-218.177,1017.988,138.04,73.25
3.55,-968.787,187.152,-231.188,1013.421,143.17,73.4
3.58,-989.804,174.141,-215.175,1027.783,140.22,74.63
3.61,-982.799,170.138,-195.159,1016.33,138.92,75.24
3.64,-992.807,190.155,-223.181,1035.197,139.57,73.55
3.67,-990.805,190.155,-215.175,1031.578,138.53,73.84
3.69,-998.812,160.13,-208.169,1032.764,143.48,75.74
3.72,-1005.817,158.128,-204.166,1038.44,142.24,75.6
3.75,-1003.816,160.13,-203.165,1036.612,141.76,75.55
