time_s,pressure_Pa
32.336,382.43
32.439,387.69
32.537,379.27
32.639,385.58
32.738,382.43
32.84,391.9
32.943,382.43
33.041,385.58
33.143,389.79
33.242,385.58
33.344,389.79
33.446,385.58
33.545,389.79
33.647,385.58
33.745,391.9
33.848,382.43
33.95,389.79
34.048,385.58
34.151,387.69
34.25,382.43
34.352,389.79
34.454,387.69
34.552,387.69
34.655,385.58
34.753,389.79
34.855,382.43
34.954,389.79
35.056,382.43
35.158,387.69
35.257,385.58
35.359,382.43
35.457,385.58
35.56,382.43
35.662,387.69
35.761,382.43
35.863,389.79
35.961,382.43
36.064,391.9
36.166,385.58
36.264,389.79
36.367,382.43
36.465,387.69
36.567,382.43
36.67,387.69
36.768,382.43
36.87,387.69
36.969,382.43
37.071,385.58
37.174,382.43
37.272,382.43
37.374,381.38
37.473,381.38
37.575,387.69
37.677,381.38
37.776,385.58
37.878,381.38
37.976,381.38
38.079,387.69
38.178,382.43
38.279,389.79
38.382,382.43
38.48,387.69
38.583,381.38
38.681,389.79
38.783,382.43
38.886,389.79
38.984,381.38
39.086,389.79
39.185,381.38
39.287,387.69
39.389,382.43
39.488,389.79
39.59,385.58
39.692,389.79
39.791,385.58
39.893,389.79
39.991,387.69
40.094,389.79
40.192,382.43
40.295,389.79
40.397,385.58
40.495,387.69
40.598,382.43
40.696,387.69
40.798,382.43
40.901,387.69
40.999,385.58
41.101,387.69
41.2,385.58
41.302,387.69
41.401,382.43
41.503,387.69
41.605,382.43
41.704,389.79
41.806,382.43
41.904,387.69
42.007,382.43
42.109,389.79
42.207,385.58
42.31,389.79
42.408,382.43
42.511,387.69
42.613,382.43
42.711,387.69
42.813,382.43
42.912,382.43
43.014,387.69
43.117,382.43
43.215,389.79
43.317,382.43
43.416,389.79
43.518,382.43
43.62,387.69
43.719,381.38
43.821,387.69
43.919,381.38
44.022,387.69
44.124,381.38
44.223,387.69
44.325,381.38
44.423,385.58
44.526,381.38
44.624,387.69
44.726,381.38
44.829,385.58
44.927,381.38
45.029,387.69
45.128,381.38
45.23,385.58
45.332,381.38
45.431,389.79
45.533,382.43
45.632,389.79
45.734,382.43
45.836,387.69
45.936,382.43
46.037,389.79
46.135,385.58
46.238,389.79
46.34,382.43
46.438,387.69
46.541,382.43
46.639,389.79
46.742,382.43
46.844,385.58
46.942,381.38
47.045,387.69
47.143,381.38
47.245,385.58
47.348,381.38
47.446,385.58
47.548,379.27
47.647,382.43
47.749,379.27
47.847,382.43
47.95,379.27
48.052,382.43
48.151,381.38
48.253,381.38
48.351,377.17
48.454,377.17
48.556,381.38
48.654,377.17
48.757,381.38
48.855,379.27
48.957,382.43
49.06,381.38
49.158,382.43
